scale,candidate_rank,duties_json,duty_set_sha256,candidate_seed,nested_chain_id,selected_family,selected_role,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
13,146,"[""13304"",""13307"",""13310"",""13317"",""13321"",""13322"",""13323"",""13324muw"",""13403"",""13404"",""13405"",""13409"",""13414""]",db23e883bbd71beea8e635df75188bc1ee39bab84326e4e8bbd22a15d13f2790,2026090413,,,,259,13,6126.98596058,471.306612352,37,0.435558201,6.0,1255
13,147,"[""13306"",""13309"",""13310"",""13311"",""13320"",""13323"",""13324t"",""13325"",""13409"",""13411"",""13412"",""13413"",""13414""]",21c1203f683e5e5958c65df7c23d517ee0b70d292209cedcb5dd785821e44d9d,2026090413,,,,247,12,6012.76895227,462.520688636,42,0.449921271,6.0,1227
13,148,"[""13306"",""13307"",""13309"",""13311"",""13312"",""13317"",""13319"",""13322"",""13325"",""13406"",""13408"",""13413"",""13414""]",7e2aa219124f54a1984252076155f91c3e06214f147ed8b4bae1881baf51684f,2026090413,,,,311,13,6385.26895113,491.174534702,46,0.47870028,3.0,1234
13,149,"[""13301"",""13305"",""13310"",""13311"",""13312"",""13315"",""13316uwt"",""13319"",""13401"",""13402"",""13403"",""13411"",""13412""]",637469e514a4c5cf8e7a9cc16111f6fa1c862ff6e4f58a229994742420febf7d,2026090413,,,,301,13,6705.71495499,515.824227307,46,0.43117753,5.0,1277
13,150,"[""13301"",""13304"",""13305"",""13310"",""13312"",""13317"",""13320"",""13324t"",""13325"",""13403"",""13405"",""13411"",""13414""]",0256d2963498ba15f3f715bfdc17b24ae085eb77115939bacd0cc15532d52473,2026090413,,,,339,13,6767.25294929,520.557919176,46,0.455597056,3.0,1257
13,151,"[""13306"",""13307"",""13310"",""13313"",""13314"",""13315"",""13316m"",""13324muw"",""13404"",""13407"",""13408"",""13410"",""13412""]",d77a1ba9f82509e515b87ef0ac69ba5b3d366897207f67a2ec873149ebac7fc7,2026090413,,,,268,13,6331.77295176,487.059457828,37,0.363265002,5.0,1263
13,152,"[""13304"",""13313"",""13316m"",""13318"",""13321"",""13322"",""13323"",""13324t"",""13326"",""13402"",""13410"",""13412"",""13414""]",80c0437022ea3ec9a1c49f8ed3dd239dee4fd17e9a63d365c15f70d6f6abaaa0,2026090413,,,,284,13,6216.81195296,478.216304074,37,0.406198258,5.0,1283
13,153,"[""13310"",""13313"",""13319"",""13320"",""13322"",""13325"",""13402"",""13405"",""13408"",""13410"",""13411"",""13412"",""13413""]",2666254283cafa5806e7e62248c19c4de519a0ae80fcdbc040e005afa5a11fa5,2026090413,,,,272,13,7061.32594327,543.178918713,42,0.445384345,7.0,1283
13,154,"[""13301"",""13304"",""13305"",""13306"",""13315"",""13316m"",""13319"",""13405"",""13407"",""13408"",""13411"",""13412"",""13414""]",09814274407f9ca653b6a7c1a78226c34302f813a0cf82277147da97b649924b,2026090413,,,,296,13,6762.47495997,520.190381536,37,0.401842451,6.0,1259
13,155,"[""13304"",""13312"",""13314"",""13315"",""13318"",""13323"",""13324t"",""13326"",""13405"",""13406"",""13407"",""13411"",""13413""]",d1659d855831f36fa725a85fa608d079646faaef5dd17f339501283531f77030,2026090413,,,,283,13,6401.02695872,492.386689132,46,0.499047026,5.0,1243
13,156,"[""13301"",""13302"",""13310"",""13311"",""13318"",""13320"",""13322"",""13324muw"",""13325"",""13406"",""13407"",""13411"",""13413""]",13188d3d40a5ec15b082ee075e3c0fbc144ece2cc582a30547a54d84c999cda0,2026090413,,,,318,12,6740.582944,518.506380308,50,0.476910405,4.0,1260
13,157,"[""13304"",""13305"",""13313"",""13314"",""13315"",""13316m"",""13324muw"",""13403"",""13404"",""13410"",""13411"",""13412"",""13414""]",6b76e858f7ad9b3be7f57c63ff1cd8126dbfec6a4fa14a57fb4b70bb83983156,2026090413,,,,278,13,6691.43995336,514.726150258,37,0.410765537,6.0,1266
13,158,"[""13302"",""13303"",""13305"",""13308"",""13311"",""13313"",""13314"",""13315"",""13316uwt"",""13319"",""13324muw"",""13405"",""13413""]",a1ca1d21c63e9e9cb414a3e3466e73dd4edaa7c95088cc15b89f8995fe00c55e,2026090413,,,,356,13,6405.24094735,492.710842104,54,0.471039861,3.0,1260
13,159,"[""13302"",""13306"",""13312"",""13313"",""13315"",""13321"",""13323"",""13324t"",""13403"",""13404"",""13411"",""13412"",""13413""]",504bc58f832d6582f8dc981ee2893e3f4264a3f989c404716c9f0ee0cff31011,2026090413,,,,317,13,7088.38594315,545.260457165,50,0.523583287,4.0,1258
13,160,"[""13301"",""13302"",""13310"",""13312"",""13314"",""13315"",""13316m"",""13322"",""13324t"",""13402"",""13404"",""13407"",""13408""]",4615b85408b2d3283ffb5ec8332f9e5dbd7ae36171fc668bd11590bd583bcd1d,2026090413,,,,332,13,6889.91795265,529.993688665,50,0.453430818,4.0,1275
13,161,"[""13301"",""13305"",""13307"",""13310"",""13311"",""13314"",""13316uwt"",""13320"",""13325"",""13409"",""13411"",""13412"",""13414""]",8ab598b5cbaad43b54a185ce7761c155e071e56bc5613a2f6429ea11be5e931c,2026090413,,,,272,12,5971.9619567,459.381688977,42,0.434197247,5.0,1257
13,162,"[""13309"",""13315"",""13316m"",""13318"",""13320"",""13324muw"",""13401"",""13405"",""13406"",""13408"",""13409"",""13410"",""13411""]",288c0bb49ed988c5bfb21f2b5f884cb1bdcc0551f86a07708abcc6bcae4c7a88,2026090413,,,,238,13,6339.93195794,487.687073688,33,0.368216845,7.0,1286
13,163,"[""13301"",""13302"",""13303"",""13310"",""13315"",""13316m"",""13318"",""13322"",""13326"",""13405"",""13407"",""13408"",""13410""]",44ef740f222c2ebae5933627e0da31ea9c2ee04cf4940d2ef973e9594aedd915,2026090413,,,,354,13,6935.52795349,533.502150268,54,0.472081146,3.0,1268
13,164,"[""13304"",""13305"",""13316m"",""13317"",""13319"",""13324t"",""13326"",""13403"",""13409"",""13410"",""13411"",""13412"",""13413""]",5db81e62a7a30ec7bc7cc977d95a06aef32acbcd66aa89fe60c704fb36902953,2026090413,,,,283,13,6850.64895695,526.972996688,37,0.372820825,7.0,1266
13,165,"[""13306"",""13308"",""13309"",""13312"",""13316uwt"",""13318"",""13321"",""13324t"",""13325"",""13402"",""13407"",""13409"",""13413""]",565f39b24e6701a725e5558e636e310a588020af82eeced61cbda819fd0f00bd,2026090413,,,,331,13,7170.63294679,551.587149753,46,0.381598624,4.0,1272
13,166,"[""13308"",""13309"",""13310"",""13312"",""13313"",""13319"",""13320"",""13321"",""13402"",""13404"",""13406"",""13412"",""13413""]",0d364a8acb6d07887c5a9e58e562fc49f59bc3c02dd223d603be70c9a8964f69,2026090413,,,,303,12,7119.59694233,547.661303256,46,0.401203952,6.0,1274
13,167,"[""13304"",""13310"",""13314"",""13317"",""13318"",""13321"",""13322"",""13402"",""13404"",""13405"",""13407"",""13413"",""13414""]",6c66aad1e8b810c1ce8642818cb449b6c5dbbb842fe4a4b6f97d9053653b696a,2026090413,,,,286,13,6978.65395672,536.819535132,37,0.384869592,7.0,1272
13,168,"[""13302"",""13303"",""13307"",""13315"",""13320"",""13321"",""13324muw"",""13325"",""13326"",""13402"",""13404"",""13411"",""13414""]",1860042ff1099c76a13d7075149d6a2e25be479a8f09e160610b30b02c16e3b9,2026090413,,,,328,12,6705.68895253,515.822227118,54,0.547236989,3.0,1275
13,169,"[""13307"",""13309"",""13312"",""13314"",""13318"",""13319"",""13321"",""13326"",""13402"",""13403"",""13406"",""13409"",""13413""]",6426f48d14fec3b612bf1c4973d0923664d0326222289901aa8f0583be6c7f3f,2026090413,,,,279,13,6633.35295568,510.257919668,46,0.414997427,7.0,1274
13,170,"[""13302"",""13304"",""13305"",""13306"",""13310"",""13311"",""13318"",""13319"",""13320"",""13324muw"",""13325"",""13402"",""13410""]",15d69d0c56b41d28477ca49ec2ddb0bd297885eb9db834d59a4e920dabba4cfa,2026090413,,,,352,12,6487.73094103,499.056226233,50,0.403389084,3.0,1283
13,171,"[""13302"",""13303"",""13308"",""13313"",""13317"",""13320"",""13401"",""13403"",""13406"",""13407"",""13408"",""13410"",""13411""]",ee999820cf084719c4d49c981b27c1657e75b478d61930df6908b9d9eff43129,2026090413,,,,322,13,7618.07294044,586.005610803,54,0.588507268,6.0,1286
13,172,"[""13301"",""13309"",""13311"",""13312"",""13321"",""13323"",""13324t"",""13325"",""13402"",""13405"",""13406"",""13409"",""13413""]",4b8d3a1d3837f646b79be6b0c2eae08f8a9c492e1f326c385c1ea0a88ec366b5,2026090413,,,,284,12,6719.53095265,516.886996358,46,0.522172533,7.0,1272
13,173,"[""13303"",""13304"",""13307"",""13309"",""13312"",""13314"",""13315"",""13316m"",""13318"",""13321"",""13326"",""13408"",""13411""]",f75b0a1aa687eb908f0bed719f139f004a6ea23dfc0a8b421cad0b88d2f09474,2026090413,,,,345,13,6051.69696157,465.51515089,54,0.471012263,3.0,1257
13,174,"[""13301"",""13303"",""13305"",""13312"",""13314"",""13315"",""13316uwt"",""13317"",""13320"",""13322"",""13323"",""13402"",""13407""]",3c27790de1971f5b0ed24358b4e8f23bb7cb83906ae9796b1404b1039220a21c,2026090413,,,,355,13,6373.23696256,490.24899712,54,0.469265677,3.0,1256
13,175,"[""13303"",""13309"",""13316m"",""13317"",""13319"",""13320"",""13325"",""13326"",""13403"",""13410"",""13412"",""13413"",""13414""]",7330d405a850ddc737ecdd26027f23202f87e6f14d4c662375423d6c790b3cff,2026090413,,,,313,13,6798.29595446,522.945842651,54,0.5108825,4.0,1268
13,176,"[""13303"",""13304"",""13310"",""13316uwt"",""13318"",""13320"",""13321"",""13324t"",""13325"",""13404"",""13408"",""13409"",""13411""]",e24510d712e276fbeea98146e62b2967f99e24d750f8dc7def30ddecca991515,2026090413,,,,326,13,6717.08395123,516.698765479,54,0.487006061,3.0,1257
13,177,"[""13303"",""13305"",""13308"",""13309"",""13310"",""13312"",""13314"",""13315"",""13317"",""13322"",""13324t"",""13325"",""13403""]",1027eca74091807a94a9cf2bfbf5958d495da116b6a4b2ddcd8ac4fca53488d8,2026090413,,,,391,13,6454.03195413,496.463996472,54,0.384534318,2.0,1257
13,178,"[""13301"",""13302"",""13304"",""13307"",""13312"",""13315"",""13316uwt"",""13317"",""13318"",""13319"",""13324t"",""13326"",""13401""]",5fa44fa122206c8e1c5261ca709fd2a0a52fc26d6beb2efd7bb1c9f71e2f40ba,2026090413,,structural,tight_gap,384,13,6420.27195273,493.867073287,50,0.382697332,2.0,1278
13,179,"[""13303"",""13304"",""13306"",""13308"",""13311"",""13316uwt"",""13321"",""13322"",""13323"",""13324t"",""13325"",""13408"",""13411""]",e05a36914fc74e1b66c0b80201af693966d2e00c9952f07d8199edbb639e1b3c,2026090413,,,,328,13,5889.70295839,453.054073722,54,0.508077233,3.0,1257
13,180,"[""13301"",""13307"",""13314"",""13315"",""13318"",""13319"",""13322"",""13401"",""13404"",""13407"",""13409"",""13411"",""13414""]",2309cec689a2af138db8c705a2f1f206f8067e6686139299a4bdc190696cc284,2026090413,,,,273,13,6689.61896091,514.586073916,36,0.38505121,7.0,1277
13,181,"[""13301"",""13306"",""13309"",""13319"",""13320"",""13321"",""13322"",""13326"",""13402"",""13403"",""13404"",""13406"",""13409""]",0be89f2af5ccfc4492f545598223a5fd9e45e55f0d8a187a2a4613a3b73a8882,2026090413,,,,279,12,6661.00995952,512.385381502,36,0.299535232,7.0,1274
13,182,"[""13301"",""13302"",""13312"",""13315"",""13316m"",""13320"",""13322"",""13324muw"",""13326"",""13406"",""13408"",""13410"",""13413""]",8e103e8d499d844fe3b4369b832571470fe66b638a31dd5d94b3b6586a2b596d,2026090413,,,,321,12,6520.22595469,501.555842668,50,0.49021639,4.0,1268
13,183,"[""13305"",""13313"",""13316uwt"",""13317"",""13318"",""13319"",""13323"",""13324t"",""13326"",""13405"",""13409"",""13412"",""13413""]",ee09d5712c6a4d3f7b4cb51175d56edf53b985bbc7c3004fc9337b1178e403e7,2026090413,,,,292,13,6382.97295065,490.997919281,37,0.404892439,5.0,1237
13,184,"[""13301"",""13311"",""13313"",""13315"",""13317"",""13325"",""13401"",""13404"",""13405"",""13406"",""13410"",""13411"",""13413""]",41429c0827c0fb4b38104a4e3371e2c72f2816a3356a585dab7914bf6b23a778,2026090413,,,,297,13,7407.0059477,569.769688285,42,0.487669496,7.0,1286
13,185,"[""13303"",""13304"",""13305"",""13307"",""13310"",""13312"",""13315"",""13316m"",""13317"",""13318"",""13403"",""13404"",""13407""]",7d10fcc7f399a645ce31539399d413ef3b97130c9a434275542422e2a266da2d,2026090413,,,,378,13,7021.7229514,540.132534723,54,0.408368275,3.0,1257
13,186,"[""13301"",""13303"",""13305"",""13308"",""13309"",""13311"",""13312"",""13318"",""13320"",""13322"",""13402"",""13404"",""13414""]",3195e12a0f868dbbde32af5f2084f6cb1cbd9d1968c645cb9eb5aa96cc03c7eb,2026090413,,,,354,13,6794.40195022,522.646303863,54,0.452330371,3.0,1256
13,187,"[""13301"",""13307"",""13312"",""13315"",""13316m"",""13317"",""13319"",""13320"",""13324t"",""13325"",""13326"",""13409"",""13410""]",420592437113065334a7a216b6d055718adb4cc8708f0d57f550528b9e178e9f,2026090413,,,,344,13,6350.06395569,488.46645813,46,0.395135031,3.0,1268
13,188,"[""13303"",""13310"",""13312"",""13313"",""13314"",""13316m"",""13319"",""13320"",""13321"",""13401"",""13404"",""13412"",""13413""]",c887c15a02b2f66be4c5f03132bbd8973ed755165ef1d5d12ac24bb35d60b484,2026090413,,,,324,13,6779.26394645,521.481842035,54,0.50248961,4.0,1277
13,189,"[""13302"",""13305"",""13306"",""13312"",""13313"",""13316m"",""13319"",""13321"",""13324t"",""13325"",""13326"",""13401"",""13408""]",efda6791da6101c498d4a7118f27703ebbba79a42dd52ad78ea19b559139f0d9,2026090413,,,,369,13,6598.50094007,507.57699539,50,0.419940539,3.0,1278
13,190,"[""13301"",""13306"",""13307"",""13310"",""13312"",""13313"",""13315"",""13318"",""13321"",""13401"",""13407"",""13409"",""13414""]",f1ecf2e76c9f2dbc4b76723da8c2fda151b92479b03f557cb78ee414c1580500,2026090413,,,,332,13,6916.80994586,532.062303528,46,0.406816109,3.0,1259
13,191,"[""13303"",""13306"",""13307"",""13310"",""13311"",""13314"",""13325"",""13403"",""13405"",""13410"",""13411"",""13412"",""13413""]",12c4ee7ec14edfeda44d01b6ce9fd39fbede8274039fab85f6e45890340237c6,2026090413,,,,281,13,6688.22195152,514.478611655,54,0.573119492,5.0,1268
13,192,"[""13302"",""13303"",""13306"",""13312"",""13314"",""13315"",""13316uwt"",""13319"",""13320"",""13401"",""13402"",""13403"",""13407""]",c86543aa4472ab772ee904fb448101fcfe204f440156c96e955f5ab2816cd2cd,2026090413,,,,351,13,7008.15595023,539.088919248,54,0.515252228,3.0,1278
13,193,"[""13306"",""13310"",""13311"",""13319"",""13321"",""13322"",""13324muw"",""13401"",""13410"",""13411"",""13412"",""13413"",""13414""]",efca6148bf0ca1b60ec08b80c5392d847ba6140110e906bc9bc4cb80bcefaf2d,2026090413,,,,243,13,6210.02595565,477.694304281,30,0.320565302,7.0,1286
13,194,"[""13309"",""13310"",""13311"",""13316uwt"",""13317"",""13322"",""13323"",""13401"",""13407"",""13408"",""13410"",""13411"",""13413""]",ec6c61281b0f20d62754e3b42466eaa05517ad42c2f8d5c7335f978b78659db5,2026090413,,,,236,13,6088.09095984,468.314689218,37,0.4104268,7.0,1286
13,195,"[""13309"",""13310"",""13311"",""13314"",""13316uwt"",""13317"",""13324t"",""13402"",""13406"",""13407"",""13410"",""13411"",""13413""]",83fc0942061abfb5517e843b31a63aa137fa90c5723017757f48b3a82abcc32d,2026090413,,,,244,12,6470.01195643,497.693227418,37,0.325864777,7.0,1283
13,196,"[""13301"",""13307"",""13308"",""13310"",""13313"",""13322"",""13324t"",""13403"",""13407"",""13409"",""13411"",""13413"",""13414""]",4c722becd44bf18c58c53103e216624e0ae64503a173c162399d6c591a29cb7f,2026090413,,,,276,13,6898.20894773,530.631457518,37,0.393278701,7.0,1241
13,197,"[""13303"",""13306"",""13311"",""13314"",""13316m"",""13318"",""13321"",""13322"",""13326"",""13401"",""13403"",""13408"",""13410""]",e0a596922e71281408283d6999a0c91af7ba5a21a624327020458cda7731ad70,2026090413,,,,291,13,5986.88696129,460.529766253,54,0.504675182,4.0,1286
13,198,"[""13302"",""13311"",""13313"",""13318"",""13319"",""13320"",""13321"",""13401"",""13403"",""13404"",""13406"",""13407"",""13409""]",59b5010aa407edbe25b7e44bff1042ebbb5af3c32759bd7afce2ba7d572ba597,2026090413,,,,290,13,7200.52793863,553.88676451,50,0.490552844,7.0,1278
13,199,"[""13301"",""13302"",""13303"",""13304"",""13306"",""13318"",""13322"",""13325"",""13401"",""13402"",""13407"",""13409"",""13411""]",92848635a793ab2a2b344bda7eefbf640767eb0191204cc85f058265ae4f1f64,2026090413,,structural,energy_heavy,385,13,7952.48194358,611.729380275,54,0.450602565,3.0,1278
13,200,"[""13301"",""13302"",""13305"",""13310"",""13315"",""13316uwt"",""13318"",""13321"",""13323"",""13403"",""13406"",""13407"",""13409""]",7141ece8e31ccdcd4e986d41a00837805126ba027045c44da98065889b07a85c,2026090413,,,,317,13,6712.9809553,516.383150408,50,0.447949527,4.0,1260
13,201,"[""13303"",""13307"",""13315"",""13324t"",""13325"",""13326"",""13401"",""13402"",""13404"",""13405"",""13406"",""13407"",""13411""]",3a886f6d72021dfa8843baed34f79c3396f6684786cbc9d21240f00ab91d9327,2026090413,,,,285,13,7116.43895514,547.418381165,54,0.559360317,6.0,1275
13,202,"[""13304"",""13306"",""13314"",""13315"",""13318"",""13320"",""13322"",""13401"",""13402"",""13405"",""13407"",""13410"",""13414""]",8820a96f3d870dd30800d724af594614e0b019092bfffde80f054c8ec560818c,2026090413,,,,275,13,6535.55095858,502.734689122,37,0.404045657,6.0,1286
13,203,"[""13303"",""13311"",""13314"",""13316uwt"",""13317"",""13322"",""13324muw"",""13326"",""13402"",""13407"",""13408"",""13411"",""13412""]",0d9d33cfe58debef5eebacfa50b6725977a4ca2501ebf3d1aa3a2247c4e2209f,2026090413,,,,280,13,6380.33396093,490.794920072,54,0.526734259,6.0,1253
13,204,"[""13301"",""13303"",""13311"",""13313"",""13315"",""13318"",""13319"",""13323"",""13324muw"",""13326"",""13401"",""13402"",""13407""]",a0de8ff7feac98dacfa4aed0b648a0f2b4b5b2b311b8ceeaa252c8a3c569d0f4,2026090413,,,,324,12,6427.94695178,494.457457829,54,0.497287261,3.0,1277
13,205,"[""13301"",""13302"",""13304"",""13309"",""13313"",""13315"",""13316uwt"",""13319"",""13321"",""13324muw"",""13408"",""13409"",""13412""]",d5aff841eaa74fa1bd93c762be85c142d741fbdf96d59eedf3b7e33cc36bba37,2026090413,,,,343,13,6740.88994923,518.529996095,50,0.408079958,3.0,1260
13,206,"[""13302"",""13304"",""13305"",""13306"",""13307"",""13314"",""13315"",""13317"",""13321"",""13326"",""13401"",""13404"",""13410""]",65e52a0d213cf606785d6819e6aaec16bc9def67a61e4fb13d6d6544f130a422,2026090413,,,,333,13,6374.16395949,490.320304576,50,0.423944901,3.0,1286
13,207,"[""13302"",""13305"",""13308"",""13313"",""13317"",""13320"",""13323"",""13406"",""13407"",""13408"",""13409"",""13411"",""13413""]",272e5f42a94060beae6063a20f0588d7723a4a3422ab3e6df1a05633ce4f4b30,2026090413,,,,297,13,7107.72794388,546.748303375,50,0.536041318,6.0,1257
13,208,"[""13309"",""13314"",""13316m"",""13318"",""13319"",""13321"",""13322"",""13325"",""13326"",""13401"",""13410"",""13412"",""13414""]",ee4a2a10388b70ad34364a1694626782d7127c7a3153046314b77ffd95110e1a,2026090413,,,,286,12,6120.31695926,470.793612251,42,0.377784218,5.0,1286
13,209,"[""13304"",""13306"",""13310"",""13312"",""13320"",""13402"",""13403"",""13407"",""13408"",""13409"",""13410"",""13412"",""13413""]",3f6b44876f1768f8697f60f98c2b614792b811315e23802e9c317078c34720a6,2026090413,,,,274,13,7504.98094732,577.306226717,46,0.47462097,7.0,1283
13,210,"[""13309"",""13312"",""13314"",""13315"",""13318"",""13320"",""13323"",""13401"",""13404"",""13408"",""13410"",""13411"",""13413""]",68d7ae82ae00bcccf63fa56fa1d5753e8fa1c04d7a508ea79daebbb400ca5996,2026090413,,,,256,13,6308.42095864,485.263150665,46,0.524107547,7.0,1286
13,211,"[""13307"",""13311"",""13313"",""13316uwt"",""13317"",""13319"",""13324t"",""13326"",""13401"",""13403"",""13407"",""13411"",""13412""]",c5a56ca5912b0b289c0c92b5269b8d74a1955e367dedd2dcb51d2ce0f789e429,2026090413,,,,262,13,6274.12894997,482.625303844,37,0.404436097,6.0,1277
13,212,"[""13301"",""13302"",""13307"",""13315"",""13319"",""13324t"",""13326"",""13401"",""13406"",""13407"",""13410"",""13411"",""13412""]",c10e05d840f5d6123c3d21b0bff15f75c1c5695ab4c08ebb00209cd97cc662f1,2026090413,,,,285,12,6837.34795431,525.949842639,50,0.490450512,6.0,1286
13,213,"[""13303"",""13304"",""13306"",""13308"",""13315"",""13316m"",""13317"",""13319"",""13322"",""13325"",""13402"",""13410"",""13411""]",d0288095688898bbd78aa4cdc6a2413407aaf889319eecdc0c549da811eaf435,2026090413,,,,384,13,7104.17995529,546.475381176,54,0.368616089,3.0,1283
13,214,"[""13301"",""13303"",""13304"",""13306"",""13313"",""13322"",""13325"",""13326"",""13401"",""13403"",""13405"",""13406"",""13412""]",4172f4cf978d1a5535a51a54a3db71be4296870424d96de0606cc68c9e46ffe3,2026090413,,,,351,12,7272.00594715,559.385072858,54,0.480054867,3.0,1275
13,215,"[""13305"",""13306"",""13307"",""13310"",""13311"",""13312"",""13314"",""13322"",""13323"",""13325"",""13404"",""13407"",""13409""]",59913ca152a7c93ce591549f1e9e0b8dc840f2ec40816b4a0840e5d4d5432f60,2026090413,,,,302,13,6193.06095192,476.389303994,46,0.466123559,4.0,1252
13,216,"[""13302"",""13304"",""13309"",""13310"",""13317"",""13323"",""13324muw"",""13325"",""13406"",""13408"",""13410"",""13412"",""13413""]",b0f3a5a0a5b2901a336759af020ce2464ab87e0b3fc7deaa305f279370a0aba0,2026090413,,,,307,13,6777.39194862,521.337842202,50,0.54546403,4.0,1265
13,217,"[""13305"",""13306"",""13308"",""13312"",""13314"",""13316m"",""13319"",""13321"",""13326"",""13402"",""13406"",""13407"",""13410""]",ef78fbecfef5cd66fe867388f96cdb563cb89ba9b63a461b2268ee93917c5e88,2026090413,,,,309,13,6673.07095638,513.313150491,46,0.363469467,5.0,1283
13,218,"[""13302"",""13307"",""13310"",""13316uwt"",""13317"",""13318"",""13319"",""13402"",""13404"",""13405"",""13408"",""13412"",""13413""]",e1bf143ee2d3cff0529cf601528a69695548efda1fb867dba0cdd7adfc8b56e1,2026090413,,,,295,13,7074.48494793,544.191149841,50,0.481618453,7.0,1275
13,219,"[""13301"",""13308"",""13313"",""13314"",""13315"",""13316m"",""13317"",""13326"",""13401"",""13402"",""13404"",""13406"",""13408""]",46d55c1440906db6b80c25c2faf3aa7c76906200bc54dc541ad754e367482210,2026090413,,,,303,13,6779.10095835,521.469304488,37,0.405067617,6.0,1195
13,220,"[""13307"",""13310"",""13311"",""13314"",""13315"",""13401"",""13402"",""13403"",""13404"",""13410"",""13411"",""13412"",""13414""]",e14ded8126268476a71b1aa188edef9794f6f98d0e7bab35ca48ed4e1847fd65,2026090413,,,,216,13,6513.373959,501.028766077,31,0.304642294,7.0,1286
13,221,"[""13302"",""13303"",""13305"",""13308"",""13312"",""13314"",""13316m"",""13319"",""13326"",""13409"",""13411"",""13413"",""13414""]",d77cfeb8430f55032ef31f07c5308896006906cb50f5453eb8182464806e71e6,2026090413,,,,356,13,7085.53095036,545.040842335,54,0.501622793,3.0,1260
13,222,"[""13303"",""13306"",""13307"",""13311"",""13313"",""13315"",""13316m"",""13319"",""13406"",""13408"",""13410"",""13412"",""13414""]",865b6da6d97865ab028986f27549b1bf0367ab5eea7877afbc28d038160250a5,2026090413,,,,298,13,6453.45495043,496.419611572,54,0.528073208,4.0,1268
13,223,"[""13303"",""13307"",""13308"",""13310"",""13311"",""13315"",""13316uwt"",""13317"",""13318"",""13322"",""13324muw"",""13325"",""13406""]",f6fbfad902163b4de025160e2bce22696c2876bb1ad1947d0fb3266e7557ab45,2026090413,,,,359,13,6038.69495464,464.514996511,54,0.419550763,2.0,1257
13,224,"[""13303"",""13306"",""13309"",""13312"",""13313"",""13314"",""13317"",""13319"",""13323"",""13401"",""13405"",""13409"",""13410""]",0135f17e71e47b8999f6d9c802fcd30824f5e75bff4be266ed8457f9521a7b7d,2026090413,,,,334,13,6842.07994753,526.313842118,54,0.534194164,3.0,1286
13,225,"[""13302"",""13307"",""13308"",""13309"",""13310"",""13313"",""13316m"",""13322"",""13323"",""13402"",""13405"",""13413"",""13414""]",64e3727a8ba5ce7f3d4c8e6f4d81ad1da8a08b909ce0295839a9783e27699368,2026090413,,,,293,13,6325.54294626,486.580226635,50,0.493336416,4.0,1275
13,226,"[""13306"",""13308"",""13309"",""13310"",""13311"",""13313"",""13315"",""13324muw"",""13401"",""13403"",""13404"",""13411"",""13413""]",779e8019ccabc13c672b911e661bd69499d83e79f641cf9fc3c7578c2417c9b2,2026090413,,,,278,13,6488.67994812,499.129226778,37,0.376135859,5.0,1185
13,227,"[""13303"",""13304"",""13305"",""13306"",""13308"",""13310"",""13312"",""13314"",""13316m"",""13317"",""13322"",""13404"",""13412""]",17619df409123470a2bcf05f393b405459128e824b670bda7d27b219719df0ee,2026090413,,,,386,13,6802.9339536,523.302611815,54,0.376049455,3.0,1257
13,228,"[""13301"",""13304"",""13314"",""13316m"",""13317"",""13320"",""13326"",""13403"",""13404"",""13405"",""13410"",""13411"",""13414""]",00b5828a0317cb68225eb2b279b305eaddc6317ce4b6276f4197b7fde5ee7a65,2026090413,,,,271,13,6567.02496245,505.155766342,37,0.438385081,7.0,1268
13,229,"[""13302"",""13306"",""13307"",""13312"",""13313"",""13322"",""13323"",""13405"",""13406"",""13407"",""13409"",""13412"",""13413""]",e6d15e00d7f0492ec5060d637c763e45e0680d5668fd980f533cc5a68f073974,2026090413,,,,303,13,7254.66893938,558.051456875,50,0.555691691,6.0,1257
13,230,"[""13302"",""13304"",""13305"",""13310"",""13316m"",""13317"",""13323"",""13324t"",""13325"",""13326"",""13401"",""13406"",""13408""]",312e3bf38f6661079342b1120621bcc9288669973fa4cf4fdcd2177e9da5d622,2026090413,,,,327,13,6161.59895312,473.96915024,50,0.501864585,3.0,1278
13,231,"[""13301"",""13304"",""13309"",""13310"",""13312"",""13316m"",""13320"",""13325"",""13401"",""13402"",""13403"",""13405"",""13414""]",98b953c134a0acabbac914c875f2d63e39f1a7edf7496b2e43dd895d2ce6428d,2026090413,,,,314,12,6823.37495036,524.874996182,46,0.480036782,5.0,1275
13,232,"[""13301"",""13303"",""13307"",""13311"",""13314"",""13316m"",""13318"",""13319"",""13405"",""13406"",""13408"",""13411"",""13414""]",3bed67f77ae7325a25113e695f228b6725ea95a89c061c363a386409665b01b5,2026090413,,,,282,13,6182.35695901,475.565919924,54,0.563840938,6.0,1259
13,233,"[""13301"",""13302"",""13305"",""13307"",""13314"",""13315"",""13321"",""13322"",""13324t"",""13405"",""13408"",""13411"",""13413""]",b42b077a539aa8915511dc061f65b6ee83c91d2d99ac056c0f53b6c9ca81f7a7,2026090413,,,,297,13,6111.84396123,470.141843172,50,0.477592545,4.0,1260
